"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2023","7,416.40","7,373.30","7,440.60","7,373.30","1.27B","0.58%"
"31/03/2023","7,373.30","7,312.40","7,375.40","7,312.40","1.36B","0.83%"
"30/03/2023","7,312.40","7,236.00","7,315.90","7,236.00","1.47B","1.06%"
"29/03/2023","7,236.00","7,219.40","7,237.50","7,198.00","1.29B","0.23%"
"28/03/2023","7,219.40","7,143.80","7,231.70","7,143.80","1.38B","1.06%"
"27/03/2023","7,143.80","7,137.60","7,172.90","7,137.60","847.16M","0.09%"
"24/03/2023","7,137.60","7,148.60","7,148.60","7,103.20","1.01B","-0.15%"
"23/03/2023","7,148.60","7,200.70","7,200.70","7,131.20","1.16B","-0.72%"
"22/03/2023","7,200.70","7,142.20","7,218.00","7,142.20","1.16B","0.82%"
"21/03/2023","7,142.20","7,085.10","7,176.90","7,085.10","1.06B","0.81%"
"20/03/2023","7,085.10","7,187.70","7,187.70","7,081.50","1.19B","-1.43%"
"17/03/2023","7,188.20","7,152.70","7,190.40","7,146.70","2.69B","0.50%"
"16/03/2023","7,152.70","7,263.10","7,263.10","7,100.60","1.67B","-1.52%"
"15/03/2023","7,263.10","7,201.10","7,263.10","7,201.10","1.16B","0.86%"
"14/03/2023","7,201.10","7,311.00","7,311.00","7,146.20","1.57B","-1.50%"
"13/03/2023","7,311.00","7,348.00","7,353.90","7,270.20","1.03B","-0.51%"
"10/03/2023","7,348.20","7,514.40","7,514.40","7,337.90","1.17B","-2.21%"
"09/03/2023","7,514.40","7,503.90","7,530.10","7,487.60","1.01B","0.14%"
"08/03/2023","7,503.90","7,562.70","7,562.70","7,483.70","1.22B","-0.78%"
"07/03/2023","7,562.70","7,525.70","7,566.70","7,498.80","1.12B","0.49%"
"06/03/2023","7,525.70","7,490.60","7,540.40","7,490.60","906.82M","0.56%"
"03/03/2023","7,484.00","7,460.00","7,493.30","7,460.00","915.65M","0.32%"
"02/03/2023","7,460.00","7,456.10","7,487.00","7,446.60","1.38B","0.05%"
"01/03/2023","7,456.10","7,458.00","7,474.60","7,414.00","996.59M","-0.03%"
"28/02/2023","7,458.00","7,419.60","7,468.40","7,419.60","1.66B","0.52%"
"27/02/2023","7,419.60","7,512.70","7,512.70","7,389.60","1.18B","-1.24%"
"24/02/2023","7,512.70","7,492.50","7,521.60","7,487.70","1.08B","0.27%"
"23/02/2023","7,492.50","7,517.00","7,517.00","7,486.00","1.08B","-0.33%"
"22/02/2023","7,517.00","7,544.60","7,545.50","7,471.00","1.07B","-0.37%"
"21/02/2023","7,544.60","7,552.50","7,552.50","7,506.20","971.21M","-0.10%"
"20/02/2023","7,552.50","7,552.30","7,560.10","7,532.70","890.22M","0.00%"
"17/02/2023","7,552.20","7,620.70","7,622.90","7,552.20","1.07B","-0.90%"
"16/02/2023","7,620.70","7,559.10","7,629.10","7,559.00","1.23B","0.81%"
"15/02/2023","7,559.10","7,628.60","7,638.00","7,544.90","1.26B","-0.91%"
"14/02/2023","7,628.60","7,614.50","7,672.70","7,614.50","999.61M","0.19%"
"13/02/2023","7,614.50","7,631.10","7,631.10","7,603.20","1.02B","-0.22%"
"10/02/2023","7,631.10","7,695.80","7,695.80","7,627.80","973.07M","-0.84%"
"09/02/2023","7,695.80","7,740.50","7,740.50","7,688.20","934.17M","-0.58%"
"08/02/2023","7,740.50","7,713.10","7,744.20","7,713.10","979.08M","0.36%"
"07/02/2023","7,713.10","7,745.90","7,761.80","7,705.00","991.52M","-0.42%"
"06/02/2023","7,745.90","7,771.80","7,779.40","7,738.90","1.13B","-0.33%"
"03/02/2023","7,771.80","7,728.50","7,778.30","7,714.70","1.32B","0.56%"
"02/02/2023","7,728.50","7,709.70","7,761.70","7,709.70","1.03B","0.24%"
"01/02/2023","7,709.70","7,686.10","7,748.90","7,686.10","1.03B","0.31%"
"31/01/2023","7,686.10","7,700.40","7,729.40","7,674.00","1.28B","-0.19%"
"30/01/2023","7,700.40","7,709.50","7,725.50","7,695.00","982.65M","-0.12%"
"27/01/2023","7,709.50","7,688.00","7,727.80","7,688.00","1.08B","0.28%"
"25/01/2023","7,688.00","7,710.50","7,725.30","7,673.50","989.24M","-0.29%"
"24/01/2023","7,710.50","7,674.20","7,717.40","7,673.80","994.89M","0.47%"
"23/01/2023","7,674.20","7,666.30","7,690.10","7,650.00","884.45M","0.10%"
"20/01/2023","7,666.30","7,648.40","7,671.30","7,639.90","1.05B","0.23%"
"19/01/2023","7,648.40","7,609.50","7,652.10","7,592.60","842.66M","0.51%"
"18/01/2023","7,609.50","7,597.60","7,626.00","7,589.50","945.31M","0.16%"
"17/01/2023","7,597.60","7,605.00","7,611.10","7,578.60","835.41M","-0.10%"
"16/01/2023","7,605.00","7,540.10","7,612.30","7,540.10","885.18M","0.86%"
"13/01/2023","7,540.10","7,489.90","7,567.90","7,489.90","824.14M","0.67%"
"12/01/2023","7,489.90","7,406.40","7,497.90","7,406.40","886.54M","1.13%"
"11/01/2023","7,406.40","7,336.60","7,412.10","7,336.60","773.85M","0.95%"
"10/01/2023","7,336.60","7,355.80","7,356.00","7,329.90","769.71M","-0.26%"
"09/01/2023","7,355.80","7,308.80","7,388.10","7,308.80","888.28M","0.64%"
"06/01/2023","7,308.80","7,259.30","7,315.50","7,256.80","773.70M","0.68%"
"05/01/2023","7,259.30","7,249.10","7,290.40","7,248.50","847.94M","0.14%"
"04/01/2023","7,249.10","7,131.10","7,249.10","7,131.10","760.42M","1.65%"
"03/01/2023","7,131.10","7,221.70","7,255.40","7,087.80","578.28M","-1.25%"
"30/12/2022","7,221.70","7,199.80","7,252.20","7,199.80","627.68M","0.34%"
"29/12/2022","7,197.30","7,262.20","7,262.20","7,170.80","655.55M","-0.89%"
"28/12/2022","7,262.20","7,287.80","7,299.50","7,243.80","614.48M","-0.35%"
"23/12/2022","7,287.80","7,335.20","7,335.20","7,241.60","648.19M","-0.65%"
"22/12/2022","7,335.20","7,293.00","7,348.60","7,293.00","854.83M","0.58%"
"21/12/2022","7,293.00","7,199.60","7,315.60","7,199.60","1.01B","1.30%"
"20/12/2022","7,199.60","7,321.00","7,321.00","7,196.40","1.02B","-1.66%"
"19/12/2022","7,321.00","7,336.50","7,340.80","7,312.30","745.55M","-0.21%"
"16/12/2022","7,336.50","7,390.30","7,390.30","7,301.50","1.94B","-0.73%"
"15/12/2022","7,390.30","7,438.70","7,438.70","7,389.20","1.41B","-0.65%"
"14/12/2022","7,438.70","7,389.20","7,441.10","7,389.20","1.07B","0.67%"
"13/12/2022","7,389.20","7,370.60","7,413.60","7,370.60","941.83M","0.25%"
"12/12/2022","7,370.60","7,406.30","7,406.30","7,346.40","972.36M","-0.48%"
"09/12/2022","7,406.30","7,369.40","7,410.10","7,369.40","1.05B","0.50%"
"08/12/2022","7,369.40","7,423.20","7,423.20","7,362.90","1.22B","-0.72%"
"07/12/2022","7,423.20","7,487.70","7,487.70","7,412.90","1.13B","-0.86%"
"06/12/2022","7,487.70","7,527.80","7,527.80","7,480.90","1.05B","-0.53%"
"05/12/2022","7,527.80","7,503.50","7,551.40","7,503.50","1.10B","0.32%"
"02/12/2022","7,503.50","7,554.00","7,554.00","7,495.90","1.05B","-0.67%"
"01/12/2022","7,554.00","7,480.70","7,573.50","7,480.70","1.10B","0.98%"
"30/11/2022","7,480.70","7,442.00","7,487.60","7,412.40","2.60B","0.52%"
"29/11/2022","7,442.00","7,418.60","7,442.00","7,389.70","1.04B","0.32%"
"28/11/2022","7,418.60","7,447.60","7,447.60","7,405.30","1.14B","-0.39%"
"25/11/2022","7,447.60","7,432.20","7,457.70","7,430.30","873.89M","0.21%"
"24/11/2022","7,432.20","7,422.40","7,454.60","7,422.40","879.58M","0.13%"
"23/11/2022","7,422.40","7,376.40","7,438.30","7,376.40","1.01B","0.62%"
"22/11/2022","7,376.40","7,335.10","7,390.20","7,335.10","981.00M","0.56%"
"21/11/2022","7,335.10","7,354.70","7,375.70","7,328.00","938.39M","-0.27%"
"18/11/2022","7,354.70","7,339.00","7,368.40","7,339.00","1.04B","0.21%"
"17/11/2022","7,339.00","7,327.40","7,352.10","7,313.20","1.00B","0.16%"
"16/11/2022","7,327.40","7,345.40","7,346.10","7,309.80","1.11B","-0.25%"
"15/11/2022","7,345.40","7,350.20","7,350.20","7,316.40","1.24B","-0.07%"
"14/11/2022","7,350.20","7,350.10","7,395.20","7,350.10","1.43B","0.00%"
"11/11/2022","7,350.10","7,145.70","7,364.30","7,145.70","1.69B","2.86%"
"10/11/2022","7,145.70","7,187.40","7,187.40","7,134.80","1.28B","-0.58%"
"09/11/2022","7,187.40","7,150.10","7,198.30","7,150.10","1.14B","0.52%"
"08/11/2022","7,150.10","7,129.20","7,160.90","7,129.20","1.05B","0.29%"
"07/11/2022","7,129.20","7,089.30","7,143.00","7,089.30","978.75M","0.56%"
"04/11/2022","7,089.30","7,050.60","7,091.00","7,022.80","968.42M","0.55%"
"03/11/2022","7,050.60","7,177.80","7,177.80","7,011.40","1.02B","-1.77%"
"02/11/2022","7,177.80","7,169.60","7,201.80","7,169.60","1.12B","0.11%"
"01/11/2022","7,169.60","7,054.80","7,169.60","7,051.30","1.01B","1.63%"
"31/10/2022","7,054.80","6,973.50","7,061.90","6,973.50","1.44B","1.17%"
"28/10/2022","6,973.50","7,042.30","7,042.30","6,964.10","1.08B","-0.98%"
"27/10/2022","7,042.30","7,005.10","7,071.00","7,005.10","1.05B","0.53%"
"26/10/2022","7,005.10","6,993.70","7,038.70","6,993.70","1.12B","0.16%"
"25/10/2022","6,993.70","6,978.40","7,028.20","6,978.40","1.04B","0.22%"
"24/10/2022","6,978.40","6,869.90","7,022.00","6,869.90","970.79M","1.58%"
"21/10/2022","6,869.90","6,918.70","6,918.70","6,859.60","1.08B","-0.71%"
"20/10/2022","6,918.70","6,999.80","6,999.80","6,891.10","1.20B","-1.16%"
"19/10/2022","6,999.80","6,976.20","7,020.80","6,974.80","1.00B","0.34%"
"18/10/2022","6,976.20","6,854.30","6,986.70","6,854.30","1.14B","1.78%"
"17/10/2022","6,854.30","6,948.60","6,948.60","6,832.60","966.32M","-1.36%"
"14/10/2022","6,948.60","6,834.50","6,962.40","6,834.50","929.28M","1.67%"
"13/10/2022","6,834.50","6,842.30","6,876.50","6,833.80","993.21M","-0.11%"
"12/10/2022","6,842.30","6,844.30","6,866.40","6,828.60","1.02B","-0.03%"
"11/10/2022","6,844.30","6,872.00","6,916.30","6,844.30","1.04B","-0.40%"
"10/10/2022","6,872.00","6,975.40","6,975.40","6,854.10","887.33M","-1.49%"
"07/10/2022","6,976.10","7,033.50","7,033.50","6,976.10","982.78M","-0.82%"
"06/10/2022","7,033.50","7,030.60","7,041.20","7,001.60","1.10B","0.04%"
"05/10/2022","7,030.90","6,905.30","7,031.90","6,905.30","1.41B","1.82%"
"04/10/2022","6,905.30","6,656.40","6,905.30","6,656.40","1.32B","3.74%"
"03/10/2022","6,656.40","6,678.70","6,704.70","6,609.80","928.46M","-0.33%"
"30/09/2022","6,678.70","6,760.60","6,767.20","6,663.20","1.24B","-1.21%"
"29/09/2022","6,760.60","6,659.80","6,798.00","6,659.80","1.12B","1.51%"
"28/09/2022","6,659.80","6,696.50","6,717.90","6,630.00","1.27B","-0.55%"
"27/09/2022","6,696.50","6,667.50","6,710.30","6,667.50","1.33B","0.43%"
"26/09/2022","6,667.50","6,788.70","6,788.70","6,636.80","1.53B","-1.79%"
"23/09/2022","6,788.70","6,921.40","6,929.20","6,756.60","1.38B","-1.92%"
"21/09/2022","6,921.40","7,030.00","7,030.00","6,916.70","1.10B","-1.54%"
"20/09/2022","7,030.00","6,948.60","7,035.90","6,948.60","909.19M","1.17%"
"19/09/2022","6,948.60","6,975.20","6,988.10","6,945.40","1.05B","-0.38%"
"16/09/2022","6,975.20","7,082.50","7,082.50","6,972.00","3.36B","-1.51%"
"15/09/2022","7,082.50","7,071.80","7,120.60","7,071.80","1.46B","0.15%"
"14/09/2022","7,071.80","7,253.70","7,253.70","7,045.00","1.31B","-2.51%"
"13/09/2022","7,253.70","7,208.20","7,258.00","7,208.20","1.28B","0.63%"
"12/09/2022","7,208.20","7,139.00","7,218.70","7,139.00","1.12B","0.97%"
"09/09/2022","7,139.00","7,085.30","7,142.20","7,085.30","1.34B","0.76%"
"08/09/2022","7,085.30","6,959.30","7,085.30","6,959.30","1.33B","1.81%"
"07/09/2022","6,959.30","7,055.90","7,055.90","6,947.10","1.34B","-1.37%"
"06/09/2022","7,055.90","7,074.50","7,118.90","7,055.50","1.04B","-0.26%"
"05/09/2022","7,074.50","7,056.30","7,082.20","7,044.90","1.05B","0.26%"
"02/09/2022","7,056.30","7,079.90","7,086.20","7,048.30","1.03B","-0.33%"
"01/09/2022","7,079.90","7,226.10","7,226.10","7,075.70","1.24B","-2.02%"
"31/08/2022","7,226.10","7,230.40","7,232.00","7,169.40","1.45B","-0.06%"
"30/08/2022","7,230.40","7,193.40","7,251.50","7,193.40","1.17B","0.51%"
"29/08/2022","7,193.40","7,345.80","7,345.80","7,171.50","1.25B","-2.07%"
"26/08/2022","7,345.80","7,291.90","7,368.90","7,291.90","1.13B","0.74%"
"25/08/2022","7,291.90","7,242.30","7,303.60","7,238.10","1.20B","0.68%"
"24/08/2022","7,242.30","7,199.20","7,255.60","7,199.20","1.29B","0.60%"
"23/08/2022","7,199.20","7,287.20","7,288.10","7,199.20","1.33B","-1.21%"
"22/08/2022","7,287.20","7,358.70","7,358.70","7,269.90","1.10B","-0.97%"
"19/08/2022","7,358.70","7,357.70","7,384.10","7,355.30","1.07B","0.01%"
"18/08/2022","7,357.70","7,381.10","7,381.10","7,327.80","1.23B","-0.32%"
"17/08/2022","7,381.10","7,361.90","7,383.80","7,333.50","1.32B","0.26%"
"16/08/2022","7,361.90","7,324.90","7,386.40","7,324.90","1.11B","0.51%"
"15/08/2022","7,324.90","7,288.80","7,336.80","7,288.80","999.82M","0.50%"
"12/08/2022","7,288.80","7,325.40","7,325.40","7,268.90","1.16B","-0.50%"
"11/08/2022","7,325.40","7,238.70","7,331.00","7,238.70","1.24B","1.20%"
"10/08/2022","7,238.70","7,278.60","7,278.60","7,229.70","1.11B","-0.55%"
"09/08/2022","7,278.60","7,259.50","7,283.80","7,252.60","1.33B","0.26%"
"08/08/2022","7,259.50","7,250.30","7,263.80","7,221.80","1.26B","0.13%"
"05/08/2022","7,250.30","7,207.50","7,251.00","7,203.40","1.03B","0.59%"
"04/08/2022","7,207.50","7,202.90","7,253.00","7,202.90","1.09B","0.06%"
"03/08/2022","7,202.90","7,216.40","7,216.40","7,134.90","1.02B","-0.19%"
"02/08/2022","7,216.40","7,213.00","7,221.80","7,163.80","1.01B","0.05%"
"01/08/2022","7,213.00","7,173.80","7,216.00","7,173.80","1.07B","0.55%"
"29/07/2022","7,173.80","7,115.90","7,201.70","7,115.90","1.43B","0.81%"
"28/07/2022","7,115.90","7,038.10","7,117.00","7,038.10","1.22B","1.11%"
"27/07/2022","7,038.10","7,025.20","7,047.40","6,991.70","1.15B","0.18%"
"26/07/2022","7,025.20","7,006.40","7,032.30","6,998.10","1.10B","0.27%"
"25/07/2022","7,006.40","7,011.80","7,021.80","6,993.00","881.21M","-0.08%"
"22/07/2022","7,011.80","7,018.40","7,037.60","6,982.60","1.23B","-0.09%"
"21/07/2022","7,018.40","6,975.20","7,018.40","6,968.30","1.23B","0.62%"
"20/07/2022","6,975.20","6,853.00","6,988.80","6,853.00","1.11B","1.78%"
"19/07/2022","6,853.00","6,888.00","6,895.10","6,843.00","933.77M","-0.51%"
"18/07/2022","6,888.00","6,798.00","6,888.00","6,798.00","822.37M","1.32%"
"15/07/2022","6,798.00","6,848.60","6,848.60","6,733.80","992.80M","-0.74%"
"14/07/2022","6,848.60","6,807.80","6,855.20","6,800.10","1.23B","0.60%"
"13/07/2022","6,807.80","6,786.80","6,807.80","6,767.70","1.07B","0.31%"
"12/07/2022","6,786.80","6,792.60","6,834.10","6,782.90","996.74M","-0.09%"
"11/07/2022","6,792.60","6,877.00","6,877.00","6,792.60","872.07M","-1.23%"
"08/07/2022","6,877.00","6,836.90","6,913.70","6,836.90","930.92M","0.59%"
"07/07/2022","6,836.90","6,784.30","6,836.90","6,780.70","1.07B","0.78%"
"06/07/2022","6,784.30","6,818.10","6,844.00","6,779.80","1.20B","-0.50%"
"05/07/2022","6,818.10","6,796.90","6,844.40","6,784.70","915.95M","0.31%"
"04/07/2022","6,796.90","6,720.40","6,843.70","6,720.40","896.04M","1.14%"
"01/07/2022","6,720.40","6,746.50","6,807.70","6,720.40","976.00M","-0.39%"
"30/06/2022","6,746.50","6,877.90","6,877.90","6,746.50","1.40B","-1.91%"
"29/06/2022","6,877.90","6,953.40","6,953.40","6,845.70","1.33B","-1.09%"
"28/06/2022","6,953.40","6,893.60","6,953.40","6,893.60","1.34B","0.87%"
"27/06/2022","6,893.60","6,762.40","6,904.10","6,762.40","1.55B","1.94%"
"24/06/2022","6,762.40","6,691.40","6,768.40","6,674.30","1.40B","1.06%"
"23/06/2022","6,691.40","6,682.30","6,719.50","6,670.20","1.69B","0.14%"
"22/06/2022","6,682.30","6,700.80","6,736.10","6,667.60","1.39B","-0.28%"
"21/06/2022","6,700.80","6,609.50","6,718.10","6,609.50","1.39B","1.38%"
"20/06/2022","6,609.50","6,663.30","6,675.60","6,581.60","1.38B","-0.81%"
"17/06/2022","6,663.30","6,783.70","6,783.70","6,595.90","3.02B","-1.77%"
"16/06/2022","6,783.70","6,785.80","6,866.30","6,776.30","1.61B","-0.03%"
"15/06/2022","6,785.80","6,881.20","6,881.20","6,775.40","1.69B","-1.39%"
"14/06/2022","6,881.20","7,145.20","7,145.20","6,760.20","2.28B","-3.69%"
"10/06/2022","7,145.20","7,240.40","7,240.40","7,137.00","1.32B","-1.31%"
"09/06/2022","7,240.40","7,347.00","7,347.00","7,240.40","1.23B","-1.45%"
"08/06/2022","7,347.00","7,318.60","7,389.00","7,318.60","1.35B","0.39%"
"07/06/2022","7,318.60","7,433.10","7,435.60","7,304.20","1.25B","-1.54%"
"06/06/2022","7,433.10","7,472.40","7,472.40","7,423.80","983.20M","-0.53%"
"03/06/2022","7,472.40","7,400.80","7,488.80","7,400.80","1.17B","0.97%"
"02/06/2022","7,400.80","7,462.90","7,462.90","7,376.70","1.32B","-0.83%"
"01/06/2022","7,462.90","7,455.20","7,475.50","7,434.90","1.48B","0.10%"
"31/05/2022","7,455.20","7,522.60","7,524.50","7,455.20","2.39B","-0.90%"
"30/05/2022","7,522.60","7,413.10","7,522.60","7,413.10","1.23B","1.48%"
"27/05/2022","7,413.10","7,339.30","7,430.50","7,339.30","1.16B","1.01%"
"26/05/2022","7,339.30","7,391.70","7,420.40","7,339.30","922.61M","-0.71%"
"25/05/2022","7,391.70","7,453.00","7,453.00","7,378.50","1.07B","0.25%"
"24/05/2022","7,373.20","7,398.90","7,415.20","7,367.00","1.43B","-0.35%"
"23/05/2022","7,398.90","7,391.00","7,449.50","7,386.50","1.08B","0.11%"
"20/05/2022","7,391.00","7,303.30","7,397.30","7,303.30","1.14B","1.20%"
"19/05/2022","7,303.30","7,426.60","7,426.60","7,276.00","1.23B","-1.66%"
"18/05/2022","7,426.60","7,350.60","7,442.90","7,350.60","1.13B","1.03%"
"17/05/2022","7,350.60","7,326.20","7,366.40","7,326.20","1.08B","0.33%"
"16/05/2022","7,326.20","7,307.70","7,392.60","7,307.70","1.09B","0.25%"
"13/05/2022","7,307.70","7,166.60","7,307.70","7,166.60","1.26B","1.97%"
"12/05/2022","7,166.60","7,304.40","7,304.40","7,157.20","1.41B","-1.89%"
"11/05/2022","7,304.40","7,285.20","7,304.40","7,221.70","1.27B","0.26%"
"10/05/2022","7,285.20","7,357.90","7,357.90","7,158.00","1.79B","-0.99%"
"09/05/2022","7,357.90","7,467.60","7,467.60","7,331.10","1.39B","-1.47%"
"06/05/2022","7,467.60","7,639.20","7,639.20","7,420.20","1.54B","-2.25%"
"05/05/2022","7,639.20","7,564.80","7,643.50","7,564.80","1.35B","0.98%"
"04/05/2022","7,564.80","7,587.60","7,638.50","7,559.10","1.39B","-0.30%"
"03/05/2022","7,587.60","7,623.60","7,631.50","7,571.80","1.04B","-0.47%"
"02/05/2022","7,623.60","7,724.80","7,724.80","7,579.90","1.00B","-1.31%"
"29/04/2022","7,724.80","7,642.40","7,724.80","7,642.40","1.22B","1.08%"
"28/04/2022","7,642.40","7,547.00","7,642.40","7,547.00","1.17B","1.26%"
"27/04/2022","7,547.00","7,604.00","7,604.00","7,514.50","1.37B","-0.75%"
"26/04/2022","7,604.00","7,768.20","7,768.20","7,576.00","1.50B","-2.11%"
"22/04/2022","7,768.20","7,887.10","7,887.10","7,746.70","1.33B","-1.51%"
"21/04/2022","7,887.10","7,869.60","7,898.20","7,863.50","1.07B","0.22%"
"20/04/2022","7,869.60","7,867.90","7,923.40","7,867.20","1.12B","0.02%"
"19/04/2022","7,867.90","7,822.20","7,886.20","7,822.20","1.21B","0.58%"
"14/04/2022","7,822.20","7,772.00","7,826.80","7,772.00","1.24B","0.65%"
"13/04/2022","7,772.00","7,735.50","7,781.40","7,735.50","1.15B","0.47%"
"12/04/2022","7,735.50","7,773.20","7,773.20","7,713.50","1.13B","-0.49%"
"11/04/2022","7,773.20","7,772.00","7,818.10","7,761.00","1.17B","0.02%"
"08/04/2022","7,772.00","7,734.80","7,787.80","7,734.80","1.38B","0.48%"
"07/04/2022","7,734.80","7,788.30","7,788.30","7,730.50","1.36B","-0.69%"
"06/04/2022","7,788.30","7,833.20","7,833.20","7,738.80","1.59B","-0.57%"
"05/04/2022","7,833.20","7,818.90","7,880.10","7,816.00","1.49B","0.18%"
"04/04/2022","7,818.90","7,785.90","7,834.70","7,785.90","1.39B","0.42%"
"01/04/2022","7,785.90","7,789.60","7,804.10","7,768.50","1.42B","-0.05%"
"31/03/2022","7,789.60","7,799.90","7,839.90","7,789.60","1.58B","-0.13%"
"30/03/2022","7,799.90","7,747.00","7,817.60","7,747.00","2.16B","0.68%"
"29/03/2022","7,747.00","7,689.30","7,761.20","7,687.60","1.26B","0.75%"
"28/03/2022","7,689.30","7,689.90","7,725.40","7,689.30","1.16B","-0.01%"
"25/03/2022","7,689.90","7,669.00","7,714.50","7,669.00","1.34B","0.27%"
"24/03/2022","7,669.00","7,665.00","7,681.90","7,640.80","1.54B","0.05%"
"23/03/2022","7,665.00","7,620.70","7,672.10","7,611.60","1.59B","0.58%"
"22/03/2022","7,620.70","7,558.90","7,655.30","7,558.90","1.24B","0.82%"
"21/03/2022","7,558.90","7,571.20","7,634.20","7,558.90","1.15B","-0.16%"
"18/03/2022","7,571.20","7,521.60","7,571.20","7,519.80","2.61B","0.66%"
"17/03/2022","7,521.60","7,435.80","7,567.80","7,435.80","1.28B","1.15%"
"16/03/2022","7,435.80","7,356.10","7,441.60","7,356.10","1.04B","1.08%"
"15/03/2022","7,356.10","7,422.20","7,422.20","7,339.90","1.18B","-0.89%"
"14/03/2022","7,422.20","7,339.30","7,423.20","7,339.30","980.25M","1.13%"
"11/03/2022","7,339.30","7,410.90","7,429.70","7,327.00","1.28B","-0.97%"
"10/03/2022","7,410.90","7,331.80","7,443.50","7,320.70","1.48B","1.08%"
"09/03/2022","7,331.80","7,252.90","7,350.10","7,242.80","1.51B","1.09%"
"08/03/2022","7,252.90","7,321.20","7,331.10","7,252.90","1.52B","-0.93%"
"07/03/2022","7,321.20","7,395.30","7,421.70","7,293.10","1.57B","-1.00%"
"04/03/2022","7,395.30","7,446.80","7,446.80","7,308.60","1.39B","-0.69%"
"03/03/2022","7,446.80","7,406.30","7,491.30","7,406.30","1.26B","0.55%"
"02/03/2022","7,406.30","7,385.30","7,409.30","7,328.60","1.33B","0.28%"
"01/03/2022","7,385.30","7,323.20","7,442.80","7,323.20","1.27B","0.85%"
"28/02/2022","7,323.20","7,273.70","7,323.70","7,249.40","1.45B","0.68%"
"25/02/2022","7,273.60","7,253.10","7,315.60","7,250.00","1.37B","0.28%"
"24/02/2022","7,253.10","7,473.90","7,473.90","7,225.00","1.70B","-2.95%"
"23/02/2022","7,473.90","7,422.20","7,473.90","7,406.60","1.22B","0.70%"
"22/02/2022","7,422.20","7,507.00","7,507.00","7,370.50","1.31B","-1.13%"
"21/02/2022","7,507.00","7,502.80","7,521.40","7,427.70","1.07B","0.06%"
"18/02/2022","7,502.80","7,574.80","7,574.80","7,479.00","1.13B","-0.95%"
"17/02/2022","7,574.80","7,573.00","7,640.40","7,563.70","1.14B","0.02%"
"16/02/2022","7,573.00","7,490.30","7,573.00","7,487.70","1.15B","1.10%"
"15/02/2022","7,490.30","7,535.10","7,541.60","7,482.70","1.09B","-0.59%"
"14/02/2022","7,535.10","7,515.80","7,554.00","7,478.20","1.11B","0.26%"
"11/02/2022","7,515.80","7,595.50","7,599.80","7,488.90","896.86M","-1.05%"
"10/02/2022","7,595.50","7,572.80","7,646.70","7,566.80","1.23B","0.30%"
"09/02/2022","7,572.80","7,489.00","7,572.80","7,486.80","1.30B","1.12%"
"08/02/2022","7,489.00","7,414.20","7,506.90","7,414.20","1.08B","1.01%"
"07/02/2022","7,414.20","7,418.80","7,431.60","7,347.00","883.00M","-0.06%"
"04/02/2022","7,418.90","7,374.60","7,418.90","7,343.00","1.15B","0.60%"
"03/02/2022","7,374.60","7,399.60","7,405.90","7,345.30","926.52M","-0.34%"
"02/02/2022","7,399.60","7,312.80","7,417.70","7,312.80","950.32M","1.19%"
"01/02/2022","7,312.80","7,268.30","7,349.50","7,252.00","1.01B","0.61%"
"31/01/2022","7,268.30","7,266.30","7,298.40","7,217.20","1.07B","0.03%"
"28/01/2022","7,266.30","7,114.50","7,279.40","7,113.60","2.59B","2.13%"
"27/01/2022","7,114.50","7,248.10","7,334.40","7,031.90","1.75B","-1.84%"
"25/01/2022","7,248.10","7,441.50","7,441.50","7,205.90","1.72B","-2.60%"
"24/01/2022","7,441.50","7,488.00","7,488.00","7,387.40","1.21B","-0.65%"
"21/01/2022","7,490.10","7,668.90","7,668.90","7,468.00","1.43B","-2.33%"
"20/01/2022","7,668.90","7,656.60","7,676.90","7,624.90","1.12B","0.16%"
"19/01/2022","7,656.60","7,735.80","7,735.80","7,650.10","1.05B","-1.02%"
"18/01/2022","7,735.80","7,739.30","7,771.60","7,725.30","944.00M","-0.05%"
"17/01/2022","7,739.30","7,717.10","7,751.50","7,708.20","820.16M","0.29%"
"14/01/2022","7,717.10","7,797.50","7,797.50","7,711.30","1.03B","-1.03%"
"13/01/2022","7,797.50","7,762.20","7,811.20","7,762.20","972.17M","0.45%"
"12/01/2022","7,762.20","7,710.70","7,787.60","7,710.70","873.02M","0.67%"
"11/01/2022","7,710.70","7,766.10","7,766.10","7,698.80","834.17M","-0.71%"
"10/01/2022","7,766.10","7,774.40","7,780.30","7,727.50","674.50M","-0.11%"
"07/01/2022","7,774.40","7,679.30","7,805.70","7,679.30","733.91M","1.24%"
"06/01/2022","7,679.30","7,899.60","7,899.60","7,660.90","929.69M","-2.79%"
"05/01/2022","7,899.60","7,926.80","7,956.30","7,897.10","775.96M","-0.34%"
"04/01/2022","7,926.80","7,779.20","7,930.60","7,779.20","822.31M","1.90%"
"31/12/2021","7,779.20","7,843.70","7,845.40","7,779.20","450.76M","-0.82%"
"30/12/2021","7,843.70","7,840.30","7,847.90","7,826.20","577.49M","0.04%"
"29/12/2021","7,840.30","7,744.70","7,847.30","7,744.70","701.29M","1.23%"
"24/12/2021","7,744.70","7,707.50","7,759.80","7,707.50","345.31M","0.48%"
"23/12/2021","7,707.50","7,682.60","7,722.30","7,681.90","619.03M","0.32%"
"22/12/2021","7,682.60","7,666.70","7,688.00","7,650.50","756.17M","0.21%"
