"Date","Price","Open","High","Low","Vol.","Change %"
"21/12/2021","7,666.70","7,602.20","7,669.30","7,597.10","833.15M","0.85%"
"20/12/2021","7,602.20","7,625.80","7,625.80","7,571.80","838.71M","-0.31%"
"17/12/2021","7,626.20","7,618.50","7,668.50","7,618.50","2.34B","0.10%"
"16/12/2021","7,618.50","7,636.20","7,644.30","7,592.40","1.16B","-0.23%"
"15/12/2021","7,636.20","7,698.30","7,698.30","7,635.10","877.31M","-0.81%"
"14/12/2021","7,698.30","7,697.50","7,713.10","7,660.60","1.03B","0.01%"
"13/12/2021","7,697.50","7,667.90","7,732.10","7,667.90","852.63M","0.39%"
"10/12/2021","7,667.90","7,689.40","7,689.40","7,642.70","1.02B","-0.28%"
"09/12/2021","7,689.40","7,707.20","7,724.00","7,681.60","849.88M","-0.23%"
"08/12/2021","7,707.20","7,605.20","7,744.30","7,605.20","1.01B","1.34%"
"07/12/2021","7,605.20","7,529.00","7,617.60","7,529.00","988.65M","1.01%"
"06/12/2021","7,529.00","7,543.60","7,550.20","7,496.80","1.13B","-0.19%"
"03/12/2021","7,543.60","7,536.10","7,598.70","7,514.80","977.41M","0.10%"
"02/12/2021","7,536.10","7,557.80","7,557.80","7,487.20","1.06B","-0.29%"
"01/12/2021","7,557.80","7,587.40","7,588.30","7,507.60","975.60M","-0.39%"
"30/11/2021","7,587.40","7,562.50","7,661.70","7,562.50","2.02B","0.33%"
"29/11/2021","7,562.50","7,599.90","7,599.90","7,482.80","1.33B","-0.49%"
"26/11/2021","7,599.90","7,736.90","7,736.90","7,583.10","950.54M","-1.77%"
"25/11/2021","7,736.90","7,725.50","7,743.50","7,702.30","963.79M","0.15%"
"24/11/2021","7,725.50","7,741.70","7,750.30","7,707.30","937.01M","-0.21%"
"23/11/2021","7,741.70","7,688.30","7,747.90","7,688.30","1.01B","0.69%"
"22/11/2021","7,688.30","7,729.90","7,729.90","7,672.10","914.72M","-0.54%"
"19/11/2021","7,729.90","7,713.20","7,736.40","7,709.00","825.16M","0.22%"
"18/11/2021","7,713.20","7,704.00","7,731.20","7,678.90","1.03B","0.12%"
"17/11/2021","7,704.00","7,747.10","7,763.90","7,679.10","1.04B","-0.56%"
"16/11/2021","7,747.10","7,798.20","7,798.20","7,730.80","1.06B","-0.66%"
"15/11/2021","7,798.20","7,765.80","7,809.40","7,762.70","962.17M","0.42%"
"12/11/2021","7,765.80","7,701.20","7,787.40","7,701.20","1.08B","0.84%"
"11/11/2021","7,701.20","7,737.40","7,737.40","7,647.50","1.04B","-0.47%"
"10/11/2021","7,737.40","7,756.30","7,774.90","7,725.00","962.90M","-0.24%"
"09/11/2021","7,756.30","7,767.90","7,789.50","7,756.30","1.01B","-0.15%"
"08/11/2021","7,767.90","7,777.20","7,797.40","7,748.50","1.00B","-0.12%"
"05/11/2021","7,777.20","7,746.30","7,797.80","7,743.50","945.14M","0.40%"
"04/11/2021","7,746.30","7,713.00","7,746.30","7,713.00","1.15B","0.43%"
"03/11/2021","7,713.00","7,646.60","7,752.30","7,646.60","962.96M","0.87%"
"02/11/2021","7,646.60","7,692.20","7,719.30","7,636.90","819.87M","-0.59%"
"01/11/2021","7,692.20","7,639.10","7,710.30","7,639.10","989.09M","0.70%"
"29/10/2021","7,639.10","7,739.70","7,756.90","7,634.10","1.11B","-1.30%"
"28/10/2021","7,739.70","7,758.00","7,758.00","7,712.60","949.44M","-0.24%"
"27/10/2021","7,758.00","7,759.30","7,785.60","7,731.80","952.75M","-0.02%"
"26/10/2021","7,759.30","7,754.30","7,786.10","7,754.30","890.66M","0.06%"
"25/10/2021","7,754.30","7,726.80","7,779.80","7,725.50","848.07M","0.36%"
"22/10/2021","7,726.80","7,728.50","7,745.40","7,704.30","999.19M","-0.02%"
"21/10/2021","7,728.50","7,727.20","7,759.00","7,716.20","1.14B","0.02%"
"20/10/2021","7,727.20","7,690.20","7,765.00","7,690.20","1.14B","0.48%"
"19/10/2021","7,690.20","7,689.70","7,718.90","7,684.20","1.01B","0.01%"
"18/10/2021","7,689.70","7,674.20","7,705.80","7,665.20","978.63M","0.20%"
"15/10/2021","7,674.20","7,620.20","7,684.00","7,620.20","986.28M","0.71%"
"14/10/2021","7,620.20","7,571.90","7,666.30","7,571.90","1.19B","0.64%"
"13/10/2021","7,571.90","7,575.60","7,595.10","7,556.70","1.08B","-0.05%"
"12/10/2021","7,575.60","7,601.10","7,629.40","7,554.80","1.15B","-0.34%"
"11/10/2021","7,601.10","7,617.30","7,617.30","7,548.00","1.08B","-0.21%"
"08/10/2021","7,617.30","7,551.20","7,618.50","7,551.20","998.84M","0.88%"
"07/10/2021","7,551.20","7,496.20","7,559.10","7,496.20","1.11B","0.73%"
"06/10/2021","7,496.20","7,536.50","7,570.40","7,473.30","1.22B","-0.53%"
"05/10/2021","7,536.50","7,576.80","7,576.80","7,486.00","1.24B","-0.53%"
"04/10/2021","7,576.80","7,486.60","7,607.00","7,486.60","760.55M","1.20%"
"01/10/2021","7,486.60","7,629.70","7,629.70","7,457.60","1.20B","-1.88%"
"30/09/2021","7,629.70","7,500.20","7,629.70","7,500.20","1.22B","1.73%"
"29/09/2021","7,500.20","7,581.10","7,581.10","7,446.50","1.30B","-1.07%"
"28/09/2021","7,581.10","7,690.40","7,690.40","7,580.70","1.21B","-1.43%"
"27/09/2021","7,690.70","7,649.30","7,725.30","7,649.30","1.09B","0.54%"
"24/09/2021","7,649.30","7,681.30","7,689.70","7,642.60","1.09B","-0.42%"
"23/09/2021","7,681.30","7,593.80","7,695.80","7,593.80","1.19B","1.15%"
"22/09/2021","7,593.80","7,563.10","7,634.60","7,534.00","1.08B","0.41%"
"21/09/2021","7,563.10","7,537.90","7,575.20","7,474.10","1.25B","0.33%"
"20/09/2021","7,537.90","7,691.10","7,691.10","7,521.90","1.29B","-2.14%"
"17/09/2021","7,702.90","7,759.80","7,759.80","7,677.40","3.36B","-0.73%"
"16/09/2021","7,759.80","7,723.20","7,789.60","7,723.20","1.46B","0.47%"
"15/09/2021","7,723.20","7,740.30","7,740.30","7,685.80","1.27B","-0.22%"
"14/09/2021","7,740.30","7,726.10","7,746.80","7,691.10","1.28B","0.18%"
"13/09/2021","7,726.10","7,706.20","7,735.50","7,691.00","1.14B","0.26%"
"10/09/2021","7,706.20","7,658.90","7,722.50","7,658.90","1.01B","0.62%"
"09/09/2021","7,658.90","7,807.50","7,807.50","7,635.80","1.20B","-1.90%"
"08/09/2021","7,807.50","7,826.40","7,826.40","7,772.80","1.14B","-0.24%"
"07/09/2021","7,826.40","7,823.80","7,833.40","7,783.70","994.68M","0.03%"
"06/09/2021","7,823.80","7,826.70","7,826.70","7,742.00","1.29B","-0.04%"
"03/09/2021","7,826.70","7,783.80","7,840.70","7,783.60","1.14B","0.55%"
"02/09/2021","7,783.80","7,813.00","7,813.00","7,734.20","1.06B","-0.37%"
"01/09/2021","7,813.00","7,823.30","7,823.30","7,750.50","1.04B","-0.13%"
"31/08/2021","7,823.30","7,788.60","7,841.80","7,788.60","1.28B","0.45%"
"30/08/2021","7,788.60","7,760.10","7,807.40","7,758.90","1.06B","0.37%"
"27/08/2021","7,760.10","7,770.40","7,770.40","7,740.40","1.12B","-0.13%"
"26/08/2021","7,770.40","7,809.60","7,809.60","7,759.60","1.17B","-0.50%"
"25/08/2021","7,809.60","7,773.70","7,818.90","7,773.70","1.15B","0.46%"
"24/08/2021","7,773.70","7,761.10","7,796.30","7,761.10","1.12B","0.16%"
"23/08/2021","7,761.10","7,725.10","7,765.20","7,725.10","1.00B","0.47%"
"20/08/2021","7,725.10","7,735.30","7,779.40","7,716.30","1.16B","-0.13%"
"19/08/2021","7,735.30","7,770.70","7,770.70","7,700.40","1.14B","-0.46%"
"18/08/2021","7,770.70","7,773.30","7,796.20","7,734.90","1.03B","-0.03%"
"17/08/2021","7,773.30","7,849.60","7,849.60","7,759.20","929.79M","-0.97%"
"16/08/2021","7,849.60","7,897.70","7,897.70","7,849.60","1.09B","-0.61%"
"13/08/2021","7,897.70","7,860.50","7,902.20","7,858.90","974.25M","0.47%"
"12/08/2021","7,860.50","7,854.60","7,876.70","7,844.20","1.05B","0.08%"
"11/08/2021","7,854.60","7,830.40","7,882.80","7,830.40","1.09B","0.31%"
"10/08/2021","7,830.40","7,804.30","7,841.80","7,804.30","934.82M","0.33%"
"09/08/2021","7,804.30","7,805.90","7,831.30","7,799.60","967.35M","-0.03%"
"06/08/2021","7,806.50","7,779.60","7,806.50","7,765.00","898.85M","0.35%"
"05/08/2021","7,779.60","7,778.70","7,797.50","7,769.10","899.28M","0.01%"
"04/08/2021","7,778.70","7,750.50","7,785.10","7,750.50","894.57M","0.36%"
"03/08/2021","7,750.50","7,760.50","7,767.10","7,731.10","947.59M","-0.13%"
"02/08/2021","7,760.50","7,689.30","7,777.10","7,688.50","915.83M","1.26%"
"30/07/2021","7,664.20","7,695.20","7,713.30","7,659.70","999.79M","-0.40%"
"29/07/2021","7,695.20","7,649.60","7,695.20","7,649.60","903.40M","0.60%"
"28/07/2021","7,649.60","7,704.00","7,704.00","7,640.10","936.10M","-0.71%"
"27/07/2021","7,704.00","7,670.50","7,722.00","7,670.50","947.28M","0.44%"
"26/07/2021","7,670.50","7,670.90","7,694.80","7,666.60","944.66M","-0.01%"
"23/07/2021","7,670.90","7,658.90","7,676.20","7,632.20","846.00M","0.16%"
"22/07/2021","7,658.90","7,580.90","7,659.20","7,580.90","939.43M","1.03%"
"21/07/2021","7,580.90","7,525.80","7,630.10","7,525.80","922.29M","0.73%"
"20/07/2021","7,525.80","7,559.70","7,559.70","7,478.00","1.04B","-0.45%"
"19/07/2021","7,559.70","7,630.70","7,630.70","7,528.50","910.81M","-0.93%"
"16/07/2021","7,630.70","7,616.60","7,630.70","7,597.30","979.32M","0.19%"
"15/07/2021","7,616.60","7,631.80","7,644.80","7,604.00","1.03B","-0.20%"
"14/07/2021","7,631.80","7,612.20","7,645.10","7,605.10","882.76M","0.26%"
"13/07/2021","7,612.20","7,604.90","7,656.30","7,604.90","955.83M","0.10%"
"12/07/2021","7,604.90","7,545.30","7,625.80","7,545.30","831.19M","0.79%"
"09/07/2021","7,545.30","7,614.90","7,614.90","7,498.90","909.39M","-0.91%"
"08/07/2021","7,614.90","7,599.30","7,654.00","7,599.30","873.02M","0.21%"
"07/07/2021","7,599.30","7,531.40","7,604.90","7,525.90","1.07B","0.90%"
"06/07/2021","7,531.40","7,589.00","7,620.10","7,531.40","970.25M","-0.76%"
"05/07/2021","7,589.00","7,587.10","7,619.60","7,584.50","942.35M","0.03%"
"02/07/2021","7,587.10","7,541.50","7,587.70","7,541.50","877.28M","0.60%"
"01/07/2021","7,541.50","7,585.00","7,590.40","7,541.50","935.37M","-0.57%"
"30/06/2021","7,585.00","7,565.50","7,634.20","7,565.50","1.10B","0.26%"
"29/06/2021","7,565.50","7,573.30","7,573.30","7,506.30","852.02M","-0.09%"
"28/06/2021","7,572.50","7,578.60","7,580.20","7,540.80","884.23M","-0.08%"
"25/06/2021","7,578.60","7,539.10","7,594.20","7,539.10","1.07B","0.52%"
"24/06/2021","7,539.10","7,552.10","7,559.40","7,520.70","1.02B","-0.17%"
"23/06/2021","7,552.10","7,592.70","7,594.70","7,547.40","973.45M","-0.53%"
"22/06/2021","7,592.70","7,485.20","7,616.00","7,485.20","1.10B","1.44%"
"21/06/2021","7,485.20","7,624.30","7,624.30","7,467.70","968.68M","-1.82%"
"18/06/2021","7,624.30","7,600.50","7,652.50","7,580.40","1.84B","0.31%"
"17/06/2021","7,600.50","7,633.40","7,633.40","7,583.60","1.11B","-0.43%"
"16/06/2021","7,633.40","7,633.00","7,655.90","7,620.60","999.01M","0.01%"
"15/06/2021","7,633.00","7,577.20","7,653.10","7,577.20","1.02B","0.74%"
"11/06/2021","7,577.20","7,558.80","7,593.40","7,537.20","921.30M","0.24%"
"10/06/2021","7,558.80","7,522.00","7,569.70","7,517.70","998.55M","0.49%"
"09/06/2021","7,522.00","7,542.30","7,586.80","7,522.00","976.72M","-0.27%"
"08/06/2021","7,542.30","7,531.60","7,567.10","7,519.20","896.36M","0.14%"
"07/06/2021","7,531.60","7,543.30","7,561.20","7,520.20","798.86M","-0.16%"
"04/06/2021","7,543.30","7,510.70","7,548.20","7,491.30","992.58M","0.43%"
"03/06/2021","7,510.70","7,468.90","7,530.20","7,468.90","1.00B","0.56%"
"02/06/2021","7,468.90","7,392.10","7,469.60","7,392.10","976.87M","1.04%"
"01/06/2021","7,392.10","7,406.70","7,411.20","7,366.80","760.95M","-0.20%"
"31/05/2021","7,406.70","7,424.00","7,448.30","7,402.20","912.03M","-0.23%"
"28/05/2021","7,424.00","7,344.00","7,431.40","7,344.00","1.09B","1.09%"
"27/05/2021","7,344.00","7,331.60","7,365.70","7,322.70","2.20B","0.17%"
"26/05/2021","7,331.60","7,349.10","7,374.40","7,325.20","886.00M","-0.24%"
"25/05/2021","7,349.10","7,276.00","7,349.10","7,276.00","821.40M","1.00%"
"24/05/2021","7,276.00","7,265.30","7,296.50","7,245.80","753.76M","0.15%"
"21/05/2021","7,265.30","7,252.60","7,290.70","7,234.40","917.02M","0.18%"
"20/05/2021","7,252.60","7,165.70","7,257.90","7,154.90","989.13M","1.21%"
"19/05/2021","7,165.70","7,299.10","7,299.10","7,154.00","1.05B","-1.83%"
"18/05/2021","7,299.10","7,255.80","7,314.70","7,255.80","923.04M","0.60%"
"17/05/2021","7,255.80","7,239.40","7,297.20","7,239.40","755.82M","0.23%"
"14/05/2021","7,239.40","7,209.00","7,281.40","7,209.00","825.35M","0.42%"
"13/05/2021","7,209.00","7,281.10","7,281.10","7,193.20","937.71M","-0.99%"
"12/05/2021","7,281.10","7,331.60","7,332.00","7,242.40","983.46M","-0.69%"
"11/05/2021","7,331.60","7,419.80","7,419.80","7,311.90","887.30M","-1.19%"
"10/05/2021","7,419.80","7,325.20","7,419.80","7,321.00","954.82M","1.29%"
"07/05/2021","7,325.20","7,306.00","7,345.20","7,299.70","855.57M","0.26%"
"06/05/2021","7,306.00","7,344.20","7,359.80","7,287.00","1.01B","-0.52%"
"05/05/2021","7,344.20","7,323.50","7,371.00","7,303.90","854.00M","0.28%"
"04/05/2021","7,323.50","7,286.80","7,323.50","7,286.80","836.16M","0.50%"
"03/05/2021","7,286.80","7,290.70","7,329.60","7,280.20","761.03M","-0.05%"
"30/04/2021","7,290.70","7,346.00","7,346.00","7,278.10","966.53M","-0.75%"
"29/04/2021","7,346.00","7,320.00","7,358.20","7,320.00","965.97M","0.36%"
"28/04/2021","7,320.00","7,295.60","7,334.50","7,291.60","962.91M","0.34%"
"27/04/2021","7,295.50","7,307.80","7,316.50","7,270.10","908.29M","-0.17%"
"26/04/2021","7,307.80","7,320.70","7,334.40","7,307.20","690.28M","-0.18%"
"23/04/2021","7,320.70","7,312.00","7,320.70","7,293.10","814.15M","0.12%"
"22/04/2021","7,312.00","7,258.90","7,312.00","7,253.20","990.65M","0.73%"
"21/04/2021","7,258.90","7,282.10","7,282.10","7,166.20","1.06B","-0.32%"
"20/04/2021","7,282.10","7,328.00","7,329.80","7,273.00","842.70M","-0.63%"
"19/04/2021","7,328.00","7,325.80","7,358.80","7,325.80","819.20M","0.03%"
"16/04/2021","7,325.80","7,317.50","7,325.90","7,292.10","961.40M","0.11%"
"15/04/2021","7,317.50","7,280.60","7,331.10","7,248.40","1.01B","0.51%"
"14/04/2021","7,280.60","7,231.00","7,284.80","7,231.00","1.26B","0.69%"
"13/04/2021","7,231.00","7,225.20","7,251.20","7,217.90","774.73M","0.08%"
"12/04/2021","7,225.20","7,253.80","7,253.80","7,209.20","825.26M","-0.37%"
"09/04/2021","7,252.30","7,250.30","7,252.30","7,221.60","868.18M","0.03%"
"08/04/2021","7,250.30","7,177.40","7,260.60","7,177.40","916.14M","1.02%"
"07/04/2021","7,177.40","7,133.90","7,182.90","7,133.90","955.14M","0.61%"
"06/04/2021","7,133.90","7,064.20","7,158.30","7,064.20","850.84M","0.99%"
"01/04/2021","7,064.20","7,017.00","7,065.50","7,015.20","766.87M","0.67%"
"31/03/2021","7,017.00","6,969.80","7,088.20","6,969.80","1.06B","0.68%"
"30/03/2021","6,969.80","7,036.40","7,068.70","6,969.60","838.99M","-0.95%"
"29/03/2021","7,036.40","7,063.10","7,100.20","7,030.50","822.78M","-0.38%"
"26/03/2021","7,063.10","7,022.60","7,071.30","7,022.60","864.03M","0.58%"
"25/03/2021","7,022.60","7,013.90","7,036.80","7,003.20","880.69M","0.12%"
"24/03/2021","7,013.90","6,986.60","7,034.90","6,974.20","856.82M","0.39%"
"23/03/2021","6,986.60","6,995.00","7,028.60","6,981.90","891.74M","-0.12%"
"22/03/2021","6,995.00","6,959.60","7,006.00","6,938.50","902.51M","0.51%"
"19/03/2021","6,959.60","7,003.60","7,003.60","6,925.20","2.12B","-0.63%"
"18/03/2021","7,003.60","7,048.00","7,061.90","7,002.40","1.04B","-0.63%"
"17/03/2021","7,048.00","7,079.00","7,079.00","7,016.60","854.60M","-0.44%"
"16/03/2021","7,079.00","7,019.10","7,109.40","7,014.90","923.28M","0.85%"
"15/03/2021","7,019.10","7,014.60","7,036.70","6,976.10","819.83M","0.06%"
"12/03/2021","7,014.60","6,952.90","7,025.40","6,952.90","779.52M","0.89%"
"11/03/2021","6,952.90","6,947.20","6,992.00","6,885.10","906.89M","0.08%"
"10/03/2021","6,947.20","7,000.40","7,038.60","6,947.20","1.08B","-0.76%"
"09/03/2021","7,000.40","6,971.60","7,033.70","6,971.60","1.03B","0.41%"
"08/03/2021","6,971.60","6,943.00","7,069.30","6,943.00","877.29M","0.41%"
"05/03/2021","6,943.00","7,000.60","7,000.60","6,887.70","1.11B","-0.82%"
"04/03/2021","7,000.60","7,067.90","7,067.90","6,950.20","1.07B","-0.95%"
"03/03/2021","7,067.90","7,009.90","7,068.40","7,009.90","952.11M","0.83%"
"02/03/2021","7,009.90","7,042.70","7,119.20","7,009.90","1.11B","-0.47%"
"01/03/2021","7,042.70","6,940.60","7,043.50","6,931.20","1.13B","1.47%"
"26/02/2021","6,940.60","7,105.70","7,105.70","6,921.90","1.42B","-2.32%"
"25/02/2021","7,105.70","7,049.40","7,127.60","7,049.40","1.11B","0.80%"
"24/02/2021","7,049.40","7,110.80","7,110.80","7,035.40","1.04B","-0.86%"
"23/02/2021","7,110.80","7,061.60","7,110.80","7,041.60","1.17B","0.70%"
"22/02/2021","7,061.60","7,064.00","7,098.20","7,053.90","982.87M","-0.03%"
"19/02/2021","7,064.00","7,155.50","7,156.90","7,039.20","1.01B","-1.28%"
"18/02/2021","7,155.50","7,158.80","7,187.40","7,143.00","1.09B","-0.05%"
"17/02/2021","7,158.80","7,189.30","7,207.70","7,134.80","1.13B","-0.42%"
"16/02/2021","7,189.30","7,149.70","7,194.70","7,149.70","948.37M","0.55%"
"15/02/2021","7,149.70","7,081.30","7,162.80","7,081.30","848.33M","0.97%"
"12/02/2021","7,081.30","7,122.10","7,127.50","7,076.10","668.10M","-0.57%"
"11/02/2021","7,122.10","7,133.80","7,150.40","7,114.80","774.73M","-0.16%"
"10/02/2021","7,133.80","7,102.10","7,144.70","7,102.10","807.84M","0.45%"
"09/02/2021","7,102.10","7,160.80","7,181.50","7,102.10","902.60M","-0.82%"
"08/02/2021","7,160.80","7,112.90","7,181.20","7,112.90","799.05M","0.67%"
"05/02/2021","7,112.90","7,037.90","7,120.90","7,037.90","824.49M","1.07%"
"04/02/2021","7,037.90","7,090.90","7,098.40","7,029.40","812.10M","-0.75%"
"03/02/2021","7,090.90","7,027.50","7,116.40","7,027.50","990.66M","0.90%"
"02/02/2021","7,027.50","6,922.80","7,038.80","6,922.80","909.14M","1.51%"
"01/02/2021","6,922.80","6,870.90","6,933.30","6,770.80","1.00B","0.76%"
"29/01/2021","6,870.90","6,917.60","7,001.40","6,849.50","1.23B","-0.68%"
"28/01/2021","6,917.60","7,060.20","7,060.20","6,867.00","1.10B","-2.02%"
"27/01/2021","7,060.20","7,111.40","7,111.40","7,046.00","1.03B","-0.72%"
"25/01/2021","7,111.40","7,078.90","7,118.60","7,078.90","654.73M","0.46%"
"22/01/2021","7,078.90","7,107.10","7,108.20","7,072.90","967.32M","-0.40%"
"21/01/2021","7,107.10","7,051.00","7,113.60","7,051.00","998.45M","0.80%"
"20/01/2021","7,051.00","7,015.00","7,064.40","7,015.00","833.93M","0.51%"
"19/01/2021","7,015.00","6,935.40","7,019.20","6,935.40","746.87M","1.15%"
"18/01/2021","6,935.40","6,986.00","6,986.00","6,923.40","695.26M","-0.74%"
"15/01/2021","6,986.80","6,982.70","7,019.90","6,982.70","856.15M","0.06%"
"14/01/2021","6,982.70","6,953.90","6,991.30","6,936.20","803.17M","0.41%"
"13/01/2021","6,953.90","6,939.10","6,958.20","6,924.80","846.85M","0.21%"
"12/01/2021","6,939.10","6,959.50","6,992.30","6,939.10","729.83M","-0.29%"
"11/01/2021","6,959.50","7,024.20","7,027.00","6,952.70","783.77M","-0.92%"
"08/01/2021","7,024.20","6,980.50","7,024.20","6,980.50","766.25M","0.63%"
"07/01/2021","6,980.50","6,881.40","7,002.10","6,881.40","889.45M","1.44%"
"06/01/2021","6,881.40","6,955.70","6,959.10","6,864.80","840.51M","-1.07%"
"05/01/2021","6,955.70","6,953.70","6,955.70","6,904.70","828.77M","0.03%"
"04/01/2021","6,953.70","6,850.60","6,953.70","6,850.60","664.27M","1.50%"
"31/12/2020","6,850.60","6,942.90","6,943.30","6,850.60","476.28M","-1.33%"
"30/12/2020","6,942.90","6,962.10","6,962.10","6,889.50","595.00M","-0.28%"
"29/12/2020","6,962.10","6,917.50","6,978.80","6,917.50","671.63M","0.64%"
"24/12/2020","6,917.50","6,892.60","6,953.60","6,892.60","418.44M","0.36%"
"23/12/2020","6,892.60","6,845.50","6,910.70","6,845.50","694.79M","0.69%"
"22/12/2020","6,845.50","6,920.00","6,920.00","6,831.30","854.75M","-1.08%"
"21/12/2020","6,920.00","6,924.10","6,926.00","6,883.40","857.59M","-0.06%"
"18/12/2020","6,924.10","7,000.10","7,009.70","6,924.10","2.01B","-1.09%"
"17/12/2020","7,000.10","6,916.70","7,000.10","6,916.70","1.15B","1.21%"
"16/12/2020","6,916.70","6,866.70","6,954.60","6,866.70","1.01B","0.73%"
"15/12/2020","6,866.70","6,900.30","6,900.30","6,857.50","1.00B","-0.49%"
"14/12/2020","6,900.30","6,886.40","6,932.90","6,886.40","862.87M","0.20%"
"11/12/2020","6,886.40","6,917.10","6,921.90","6,874.00","993.42M","-0.44%"
"10/12/2020","6,917.10","6,965.40","6,965.40","6,912.50","1.01B","-0.69%"
"09/12/2020","6,965.40","6,922.20","6,980.00","6,922.20","890.19M","0.62%"
"08/12/2020","6,922.20","6,908.90","6,933.20","6,894.70","1.10B","0.19%"
"07/12/2020","6,908.90","6,874.80","6,948.00","6,874.80","955.91M","0.64%"
"04/12/2020","6,865.30","6,847.30","6,879.40","6,846.40","872.83M","0.26%"
"03/12/2020","6,847.30","6,811.30","6,861.70","6,811.30","986.92M","0.53%"
"02/12/2020","6,811.30","6,812.20","6,840.80","6,784.40","1.02B","-0.01%"
"01/12/2020","6,812.20","6,742.10","6,833.80","6,732.60","993.60M","1.04%"
"30/11/2020","6,742.10","6,816.80","6,860.80","6,742.10","1.64B","-1.10%"
"27/11/2020","6,816.80","6,848.80","6,848.80","6,803.50","758.85M","-0.47%"
"26/11/2020","6,848.80","6,888.20","6,893.50","6,848.10","958.48M","-0.57%"
"25/11/2020","6,888.20","6,855.50","6,923.10","6,855.50","1.41B","0.48%"
"24/11/2020","6,855.50","6,772.00","6,870.90","6,772.00","1.29B","1.23%"
"23/11/2020","6,772.00","6,739.90","6,800.50","6,739.90","885.54M","0.48%"
"20/11/2020","6,739.90","6,742.70","6,762.20","6,735.00","967.91M","-0.04%"
"19/11/2020","6,742.70","6,726.50","6,742.70","6,695.40","1.06B","0.24%"
"18/11/2020","6,726.50","6,697.80","6,738.30","6,694.50","1.13B","0.43%"
"17/11/2020","6,697.80","6,687.00","6,730.10","6,687.00","1.40B","0.16%"
"16/11/2020","6,687.00","6,609.30","6,690.10","6,609.30","76.47M","1.18%"
"13/11/2020","6,609.30","6,619.60","6,619.60","6,581.60","940.93M","-0.15%"
"12/11/2020","6,619.40","6,651.10","6,673.80","6,601.90","1.14B","-0.48%"
"11/11/2020","6,651.10","6,544.00","6,652.30","6,544.00","1.39B","1.64%"
"10/11/2020","6,544.00","6,515.70","6,647.20","6,515.70","1.73B","0.43%"
"09/11/2020","6,515.70","6,395.00","6,517.70","6,395.00","961.09M","1.89%"
"06/11/2020","6,395.00","6,344.00","6,409.80","6,344.00","934.12M","0.80%"
"05/11/2020","6,344.00","6,265.00","6,347.00","6,265.00","1.26B","1.26%"
"04/11/2020","6,265.00","6,262.80","6,297.50","6,184.10","1.00B","0.04%"
"03/11/2020","6,262.80","6,147.40","6,286.40","6,147.40","890.61M","1.88%"
"02/11/2020","6,147.40","6,133.20","6,158.30","6,105.40","868.52M","0.23%"
"30/10/2020","6,133.20","6,168.00","6,195.00","6,132.40","1.24B","-0.56%"
"29/10/2020","6,168.00","6,261.80","6,261.80","6,145.80","993.54M","-1.50%"
"28/10/2020","6,261.80","6,247.20","6,279.70","6,219.10","940.27M","0.23%"
"27/10/2020","6,247.20","6,357.30","6,357.30","6,229.30","1.05B","-1.73%"
"26/10/2020","6,357.30","6,373.70","6,415.30","6,356.60","898.39M","-0.26%"
"23/10/2020","6,373.70","6,383.70","6,394.10","6,356.60","832.93M","-0.16%"
"22/10/2020","6,383.70","6,403.10","6,403.10","6,312.70","1.07B","-0.30%"
"21/10/2020","6,403.10","6,396.80","6,418.00","6,392.60","1.07B","0.10%"
"20/10/2020","6,396.80","6,435.60","6,447.00","6,392.60","936.37M","-0.60%"
"19/10/2020","6,435.60","6,385.00","6,455.60","6,385.00","760.56M","0.79%"
"16/10/2020","6,385.00","6,414.20","6,424.40","6,373.10","956.99M","-0.46%"
"15/10/2020","6,414.20","6,387.40","6,439.00","6,387.40","956.50M","0.42%"
"14/10/2020","6,387.40","6,400.20","6,404.70","6,380.20","919.03M","-0.20%"
"13/10/2020","6,400.20","6,343.10","6,418.50","6,343.10","922.88M","0.90%"
"12/10/2020","6,343.10","6,312.50","6,343.10","6,306.20","796.57M","0.48%"
"09/10/2020","6,312.50","6,305.80","6,335.80","6,293.80","879.07M","0.11%"
"08/10/2020","6,305.80","6,239.60","6,328.50","6,239.60","964.45M","1.06%"
"07/10/2020","6,239.60","6,164.20","6,247.10","6,149.20","918.61M","1.22%"
"06/10/2020","6,164.20","6,135.10","6,167.50","6,110.40","957.83M","0.47%"
"05/10/2020","6,135.10","5,983.20","6,136.50","5,983.20","604.95M","2.54%"
"02/10/2020","5,983.20","6,069.40","6,069.40","5,970.30","1.11B","-1.42%"
"01/10/2020","6,069.40","6,009.30","6,111.30","6,009.30","849.28M","1.00%"
"30/09/2020","6,009.30","6,141.40","6,141.40","6,009.30","1.25B","-2.15%"
"29/09/2020","6,141.50","6,134.90","6,181.60","6,124.00","920.76M","0.11%"
"28/09/2020","6,134.90","6,140.50","6,157.40","6,121.80","821.56M","-0.09%"
"25/09/2020","6,140.50","6,056.50","6,149.40","6,056.50","932.06M","1.39%"
"24/09/2020","6,056.50","6,111.30","6,111.30","6,009.90","1.03B","-0.90%"
"23/09/2020","6,111.30","5,973.50","6,120.20","5,973.50","1.18B","2.31%"
"22/09/2020","5,973.50","6,013.50","6,013.50","5,951.30","1.24B","-0.67%"
"21/09/2020","6,013.50","6,057.60","6,060.50","6,000.10","1.04B","-0.73%"
"18/09/2020","6,057.60","6,069.20","6,108.70","6,054.30","2.40B","-0.19%"
